k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
      75|[0.0387038379249832, 0.0690384282927379, 0.0180127580222198, -0.0335328870119168, -0.0019805075038813, 0.0209991822849763, -0.0501254921452772, 0.0138788658184107, 0.0036076712369573, -0.0103915035092463, -0.0248091301639306, -0.0093176554783746, -0.0263334855939324, 0.0039607765302436, -0.0015185825851266, -0.034937308481887, -0.0219644597363804, -0.0200468692956321, 0.0197339205598945, -0.0321087663946471, -0.0315190079752723, -0.034103896711842, 0.0136162211911665, 0.0307337832820929, 0.0232986545804531, 0.0038238737165407, -0.0013728705452304, 0.0243357484217138, -0.0089825393847308, -0.0131578280908499, 0.088245147300562, 0.0042525688090384, -0.0719105859062275, -0.0086215640195872, 0.0800335288636627, 0.0073085477811177, 0.0018551335835016, -0.0209440951581123, 0.0143142066960996, 0.1079446505827912, 0.0331425315687121, -0.061810549841605, 0.01160736467449, 0.086697557001126, 0.0183658646318815, -0.014438709782802, 0.0128193730934801, 0.0275613196430165, 0.1460492367110451, 0.0459573800851149, -0.0383171262993522, 0.0265697140750048, 0.1153652989610226, 0.0305062241375197, 4.598183638e-07, 0.0295681007760381, 0.0076578240103144]|  0.0457963192719253|      0.00012207|[7275, 2400, 75, 225]                                                      |  | used linear model with 129 points | iterate failure | actual_k=16
      76|[0.0387038379249832, 0.0690384282927379, 0.0180127580222198, -0.0335328870119168, -0.0019805075038813, 0.0209991822849763, -0.0501254921452772, 0.0138788658184107, 0.0036076712369573, -0.0103915035092463, -0.0248091301639306, -0.0093176554783746, -0.0263334855939324, 0.0039607765302436, -0.0015185825851266, -0.034937308481887, -0.0219644597363804, -0.0200468692956321, 0.0197339205598945, -0.0321087663946471, -0.0315190079752723, -0.034103896711842, 0.0136162211911665, 0.0307337832820929, 0.0232986545804531, 0.0038238737165407, -0.0013728705452304, 0.0243357484217138, -0.0089825393847308, -0.0131578280908499, 0.088245147300562, 0.0042525688090384, -0.0719105859062275, -0.0086215640195872, 0.0800335288636627, 0.0073085477811177, 0.0018551335835016, -0.0209440951581123, 0.0143142066960996, 0.1079446505827912, 0.0331425315687121, -0.061810549841605, 0.01160736467449, 0.086697557001126, 0.0183658646318815, -0.014438709782802, 0.0128193730934801, 0.0275613196430165, 0.1460492367110451, 0.0459573800851149, -0.0383171262993522, 0.0265697140750048, 0.1153652989610226, 0.0305062241375197, 4.598183638e-07, 0.0295681007760381, 0.0076578240103144]|  0.0457963192719253|      0.00006104|[7372, 2432, 76, 228]                                                      |  | used linear model with 129 points | iterate failure | actual_k=16
      77|[0.0387172695082381, 0.0690297886961988, 0.0179920162605972, -0.0335507154554436, -0.0020151932524492, 0.0209933360730376, -0.0501128587234064, 0.0138698322027955, 0.0035901675337508, -0.0104004750372625, -0.0248233856680169, -0.0093163787547474, -0.0263362412855737, 0.0039628546794641, -0.0015156165925664, -0.0349380196331489, -0.0219697862101653, -0.0200501918561529, 0.0197307357904652, -0.0321096542868712, -0.0315205453826367, -0.0341115737476778, 0.0136151768079563, 0.0307339950093793, 0.0233011936178392, 0.0038191232408439, -0.0013722823125203, 0.0243373778212243, -0.0089824860050941, -0.0131594506688892, 0.0882457369454366, 0.0042482992295824, -0.0719113043483458, -0.0086220829852129, 0.0800346320111141, 0.0073073280670045, 0.0018588511843681, -0.0209440857808125, 0.0143142158837295, 0.1079385980661561, 0.0331445367640814, -0.061807068797295, 0.0116016187859794, 0.0866951371079863, 0.0183644090148729, -0.0144366085945062, 0.0128205759127611, 0.027557900530159, 0.1460590242510278, 0.0459586785019599, -0.0383235814475576, 0.0265698975403221, 0.1153780948325955, 0.0305112259530322, -4.147287353e-07, 0.0295693099473781, 0.007660263509094]|  0.0277467433541524|      0.00012207|[7469, 2464, 77, 231]                                                      |  | used linear model with 129 points | iterate success | actual_k=16
      78|[0.0387172695082381, 0.0690297886961988, 0.0179920162605972, -0.0335507154554436, -0.0020151932524492, 0.0209933360730376, -0.0501128587234064, 0.0138698322027955, 0.0035901675337508, -0.0104004750372625, -0.0248233856680169, -0.0093163787547474, -0.0263362412855737, 0.0039628546794641, -0.0015156165925664, -0.0349380196331489, -0.0219697862101653, -0.0200501918561529, 0.0197307357904652, -0.0321096542868712, -0.0315205453826367, -0.0341115737476778, 0.0136151768079563, 0.0307339950093793, 0.0233011936178392, 0.0038191232408439, -0.0013722823125203, 0.0243373778212243, -0.0089824860050941, -0.0131594506688892, 0.0882457369454366, 0.0042482992295824, -0.0719113043483458, -0.0086220829852129, 0.0800346320111141, 0.0073073280670045, 0.0018588511843681, -0.0209440857808125, 0.0143142158837295, 0.1079385980661561, 0.0331445367640814, -0.061807068797295, 0.0116016187859794, 0.0866951371079863, 0.0183644090148729, -0.0144366085945062, 0.0128205759127611, 0.027557900530159, 0.1460590242510278, 0.0459586785019599, -0.0383235814475576, 0.0265698975403221, 0.1153780948325955, 0.0305112259530322, -4.147287353e-07, 0.0295693099473781, 0.007660263509094]|  0.0277467433541524|      0.00006104|[7566, 2496, 78, 234]                                                      |  | used linear model with 129 points | iterate failure | actual_k=16
      79|[0.0387172695082381, 0.0690297886961988, 0.0179920162605972, -0.0335507154554436, -0.0020151932524492, 0.0209933360730376, -0.0501128587234064, 0.0138698322027955, 0.0035901675337508, -0.0104004750372625, -0.0248233856680169, -0.0093163787547474, -0.0263362412855737, 0.0039628546794641, -0.0015156165925664, -0.0349380196331489, -0.0219697862101653, -0.0200501918561529, 0.0197307357904652, -0.0321096542868712, -0.0315205453826367, -0.0341115737476778, 0.0136151768079563, 0.0307339950093793, 0.0233011936178392, 0.0038191232408439, -0.0013722823125203, 0.0243373778212243, -0.0089824860050941, -0.0131594506688892, 0.0882457369454366, 0.0042482992295824, -0.0719113043483458, -0.0086220829852129, 0.0800346320111141, 0.0073073280670045, 0.0018588511843681, -0.0209440857808125, 0.0143142158837295, 0.1079385980661561, 0.0331445367640814, -0.061807068797295, 0.0116016187859794, 0.0866951371079863, 0.0183644090148729, -0.0144366085945062, 0.0128205759127611, 0.027557900530159, 0.1460590242510278, 0.0459586785019599, -0.0383235814475576, 0.0265698975403221, 0.1153780948325955, 0.0305112259530322, -4.147287353e-07, 0.0295693099473781, 0.007660263509094]|  0.0277467433541524|      0.00003052|[7663, 2528, 79, 237]                                                      |  | used linear model with 129 points | iterate failure | actual_k=16
      80|[0.0387111144891551, 0.0690388502030881, 0.0180009614495802, -0.0335377882931947, -0.0020073221272482, 0.0209910635048705, -0.0501172681960774, 0.0138741582407124, 0.0035958796067861, -0.0103949975275449, -0.0248180514259826, -0.0093169473172636, -0.0263372267510036, 0.0039655408308385, -0.0015162752908726, -0.0349370297705805, -0.0219690097145256, -0.0200490224602408, 0.0197318279339668, -0.0321097770913231, -0.0315202304174485, -0.0341098531431731, 0.0136191959937673, 0.0307359762640627, 0.023298112209542, 0.0038184912345386, -0.0013705387307477, 0.0243387258479488, -0.0089806233027486, -0.0131600141555996, 0.0882458969231652, 0.0042498854205742, -0.0719101482154759, -0.0086219022943101, 0.0800335412254877, 0.0073080366965952, 0.0018579606750955, -0.020943984803233, 0.0143150048132688, 0.1079332251165098, 0.0331468528078724, -0.0618046627585844, 0.0115995255349242, 0.0866899325514996, 0.0183638944495159, -0.0144375383515327, 0.012819841595943, 0.0275557200049312, 0.1460678946746492, 0.045960677912412, -0.0383272613887611, 0.0265725234512656, 0.1153874004533327, 0.0305156308357455, 2.2001758421e-06, 0.0295721420830623, 0.0076622980727229]|  0.0187070142261739|      0.00006104|[7760, 2560, 80, 240]                                                      |  | used linear model with 129 points | iterate success | actual_k=16
      81|[0.0387013518371182, 0.0690347275986515, 0.0179943972130388, -0.0335587531012522, -0.0020086336660402, 0.0209947009736759, -0.0501107708363736, 0.0138642834722002, 0.0035956652722011, -0.0103958650340796, -0.0248267606642098, -0.0093243070286977, -0.0263397885301885, 0.0039665547756858, -0.001512171551968, -0.0349412349625188, -0.0219703964571815, -0.020046874895645, 0.0197284608366093, -0.0321179589388091, -0.0315116296558186, -0.0341125971006074, 0.0136321959382078, 0.0307350827963906, 0.0233036616153652, 0.0038254891163168, -0.0013724540459372, 0.0243377265847626, -0.0089826754847168, -0.0131606720853767, 0.0882476423197984, 0.0042473914824116, -0.071907176304532, -0.0086121733977626, 0.0800207133455428, 0.0073116877407022, 0.0018588401893683, -0.0209470432243168, 0.014311635777732, 0.1079174272233127, 0.0331526987811405, -0.0617927611365811, 0.0115979855486547, 0.0866868820929148, 0.0183643657456419, -0.0144332462362134, 0.012807269021287, 0.0275572475862055, 0.1460960884996866, 0.045962523493933, -0.0383349219345682, 0.0265738759230193, 0.1154052707617047, 0.0305260348427502, -2.9824637772e-06, 0.0295770334649836, 0.0076728882150096]|  0.0133267567305828|      0.00012207|[7857, 2592, 81, 243]                                                      |  | used linear model with 129 points | iterate success | actual_k=16
      82|[0.0387013518371182, 0.0690347275986515, 0.0179943972130388, -0.0335587531012522, -0.0020086336660402, 0.0209947009736759, -0.0501107708363736, 0.0138642834722002, 0.0035956652722011, -0.0103958650340796, -0.0248267606642098, -0.0093243070286977, -0.0263397885301885, 0.0039665547756858, -0.001512171551968, -0.0349412349625188, -0.0219703964571815, -0.020046874895645, 0.0197284608366093, -0.0321179589388091, -0.0315116296558186, -0.0341125971006074, 0.0136321959382078, 0.0307350827963906, 0.0233036616153652, 0.0038254891163168, -0.0013724540459372, 0.0243377265847626, -0.0089826754847168, -0.0131606720853767, 0.0882476423197984, 0.0042473914824116, -0.071907176304532, -0.0086121733977626, 0.0800207133455428, 0.0073116877407022, 0.0018588401893683, -0.0209470432243168, 0.014311635777732, 0.1079174272233127, 0.0331526987811405, -0.0617927611365811, 0.0115979855486547, 0.0866868820929148, 0.0183643657456419, -0.0144332462362134, 0.012807269021287, 0.0275572475862055, 0.1460960884996866, 0.045962523493933, -0.0383349219345682, 0.0265738759230193, 0.1154052707617047, 0.0305260348427502, -2.9824637772e-06, 0.0295770334649836, 0.0076728882150096]|  0.0133267567305828|      0.00006104|[7954, 2624, 82, 246]                                                      |  | used linear model with 129 points | iterate failure | actual_k=16
      83|[0.0387077036911509, 0.0690506970805909, 0.018002660751784, -0.0335270597125481, -0.0020045611517172, 0.0209926897222903, -0.0501092409640034, 0.0138701095648394, 0.003610266654978, -0.0103942792797841, -0.0248173360162901, -0.0093325498627979, -0.0263391760660401, 0.0039578032225874, -0.0015172179071326, -0.034931276345272, -0.0219681409817948, -0.0200449320129772, 0.0197321767910847, -0.0321156814719802, -0.0315105746143102, -0.0341201933112626, 0.0136274311958062, 0.0307339940495225, 0.0233129755557955, 0.0038239202418902, -0.0013752980493262, 0.024340745975511, -0.0089882770463869, -0.0131547592651519, 0.0882489833011768, 0.0042563420950735, -0.0719104491457386, -0.0086127780524146, 0.0800208294578512, 0.007313875288367, 0.0018478352475168, -0.0209468703031432, 0.0143187672943118, 0.1079091712861559, 0.0331468688472599, -0.0617875755787924, 0.0116004946584251, 0.0866767226032652, 0.0183621944522069, -0.0144301636239766, 0.0128009913473954, 0.027561938256279, 0.1461110508939799, 0.045963751906011, -0.0383309292969354, 0.0265805443739153, 0.1154226927161943, 0.0305267435776382, 1.19210793623e-05, 0.0295806108193172, 0.0076787320702531]|  0.0084873464423869|      0.00012207|[8051, 2656, 83, 249]                                                      |  | used linear model with 129 points | iterate success | actual_k=16
      84|[0.0387077036911509, 0.0690506970805909, 0.018002660751784, -0.0335270597125481, -0.0020045611517172, 0.0209926897222903, -0.0501092409640034, 0.0138701095648394, 0.003610266654978, -0.0103942792797841, -0.0248173360162901, -0.0093325498627979, -0.0263391760660401, 0.0039578032225874, -0.0015172179071326, -0.034931276345272, -0.0219681409817948, -0.0200449320129772, 0.0197321767910847, -0.0321156814719802, -0.0315105746143102, -0.0341201933112626, 0.0136274311958062, 0.0307339940495225, 0.0233129755557955, 0.0038239202418902, -0.0013752980493262, 0.024340745975511, -0.0089882770463869, -0.0131547592651519, 0.0882489833011768, 0.0042563420950735, -0.0719104491457386, -0.0086127780524146, 0.0800208294578512, 0.007313875288367, 0.0018478352475168, -0.0209468703031432, 0.0143187672943118, 0.1079091712861559, 0.0331468688472599, -0.0617875755787924, 0.0116004946584251, 0.0866767226032652, 0.0183621944522069, -0.0144301636239766, 0.0128009913473954, 0.027561938256279, 0.1461110508939799, 0.045963751906011, -0.0383309292969354, 0.0265805443739153, 0.1154226927161943, 0.0305267435776382, 1.19210793623e-05, 0.0295806108193172, 0.0076787320702531]|  0.0084873464423869|      0.00006104|[8148, 2688, 84, 252]                                                      |  | used linear model with 129 points | iterate failure | actual_k=16
      85|[0.0387077036911509, 0.0690506970805909, 0.018002660751784, -0.0335270597125481, -0.0020045611517172, 0.0209926897222903, -0.0501092409640034, 0.0138701095648394, 0.003610266654978, -0.0103942792797841, -0.0248173360162901, -0.0093325498627979, -0.0263391760660401, 0.0039578032225874, -0.0015172179071326, -0.034931276345272, -0.0219681409817948, -0.0200449320129772, 0.0197321767910847, -0.0321156814719802, -0.0315105746143102, -0.0341201933112626, 0.0136274311958062, 0.0307339940495225, 0.0233129755557955, 0.0038239202418902, -0.0013752980493262, 0.024340745975511, -0.0089882770463869, -0.0131547592651519, 0.0882489833011768, 0.0042563420950735, -0.0719104491457386, -0.0086127780524146, 0.0800208294578512, 0.007313875288367, 0.0018478352475168, -0.0209468703031432, 0.0143187672943118, 0.1079091712861559, 0.0331468688472599, -0.0617875755787924, 0.0116004946584251, 0.0866767226032652, 0.0183621944522069, -0.0144301636239766, 0.0128009913473954, 0.027561938256279, 0.1461110508939799, 0.045963751906011, -0.0383309292969354, 0.0265805443739153, 0.1154226927161943, 0.0305267435776382, 1.19210793623e-05, 0.0295806108193172, 0.0076787320702531]|  0.0084873464423869|      0.00003052|[8245, 2720, 85, 255]                                                      |  | used linear model with 129 points | iterate failure | actual_k=16
      86|[0.0387133391787794, 0.0690457837678883, 0.0179923396571227, -0.0335415651206394, -0.0020103764915397, 0.0209939132401681, -0.0501042623389759, 0.0138645530987662, 0.003600450939475, -0.010399920871549, -0.0248249833219997, -0.009335128488209, -0.0263368999687915, 0.0039581076466717, -0.0015144912646624, -0.0349313847334524, -0.0219678193052755, -0.0200432462921506, 0.0197298157083017, -0.0321189048363264, -0.0315142681301259, -0.0341219865859631, 0.0136257038760674, 0.0307357437612614, 0.0233144799424111, 0.003823794892637, -0.0013761952976143, 0.0243443232604518, -0.008989059938346, -0.0131523612867126, 0.088245723808247, 0.0042576162686712, -0.0719092722851433, -0.008612805348343, 0.0800208096449504, 0.007315961051423, 0.0018482474974828, -0.0209478516002501, 0.0143170481376501, 0.1079033243271171, 0.0331452623983269, -0.0617849620295869, 0.0116033076181017, 0.0866714023848329, 0.018357974543949, -0.0144301517885701, 0.0128017965385758, 0.0275591431928272, 0.146116086454587, 0.045960947912602, -0.0383340594589824, 0.0265788882195831, 0.1154255334123262, 0.0305291407694881, 1.22450113154e-05, 0.0295835081059447, 0.0076798274254002]|  0.0051776450232600|      0.00006104|[8342, 2752, 86, 258]                                                      |  | used linear model with 129 points | iterate success | actual_k=16
